Image|Rating|Code|Name|Classification|Vintage|Region|Price|Country|Description|Stock|Type|Id|Size
Watermark2014 6La Lagune 2006 JPEG.jpg||M0000783|La Lagune|3eme Cru|2008|Haut Medoc|HK$ 550.0|France||23|Red wine|5622|750ml
Watermark2014DRC Romanee-Conti 1999jpg.jpg|WS 96 |M0000807|DRC Romanee-Conti|Grand Cru|2008|Burgundy|HK$ 118,000.0|France||3|Red wine|5623|750ml
Watermark2014 4Sorby Adams The Thing Shiraz 2006 JPEG.jpg||M0000812|Sorby Adams "The Thing" Shiraz||2008|Eden Valley|HK$ 550.0|Australia||78|Red wine|5624|750ml
Watermark2014 7Gundagai Shiraz 2009 JPEG.jpg||M0000016|Bidgeebong Gundagai Shiraz||2009|New South Wales|HK$ 258.0|Australia|Bright, clear crimson; the aromatic red and black fruit bouquet, some oak joining the party, leads into a full-bodied palate, with abundant red and black fruits, oak and tannins|163|Red wine|5625|750ml
Watermark2014 7Hoggies Cabernet Sauvignon 2009 JPEG.jpg|JH 90 |M0000030|Hoggies Cabernet Sauvignon||2009|Victoria|HK$ 150.0|Australia|The nose exhibits aromas of mulberries, cherry and spice with a liquorice end note. Medium bodied the palate displays flavours of ripe dark cherries, plum and spice with a touch of earth on the back palate. Fine grained soft tannins with aftertaste of dark cherries, plum, spice and a hint of earth.|141|Red wine|5626|750ml
Watermark2014 9Will Taylor Coonawarra Cabernet Sauvignon  2009 JPEG.jpg||M0000038|Will Taylor Coonawarra Cabernet Sauvignon||2009|Coonawarra|HK$ 399.0|Australia|Dark red/purple hue. Classic Coonawarra cabernet nose, showing rich blackberry, cassis, violet and dusty tannin/oak aromas. Youthful. Great structure. Rich juicy palate with hints of tea and cedar, amidst the mulberry and blackberry fruit, encased by some lovely soft tannins that make you hungry.|45|Red wine|5627|750ml
Watermark2014 9Sepp Moser.jpg||M0000053|Sepp Moser, Pinot Blanc, Beerenauslese||2009|Neusiedlersee|HK$ 258.0|Austria|Yellow golden colour. A floral nose with botrytis. On the palate, honeyed notes of stones fruits, herbs, vanilla, and roses emerge. A creamy texture and a long finish.|2|White wine|5628|375ml
Watermark2014 9Bel Arbor Cabernet Sauvignon.jpg||M0000061|Bel Arbor Cabernet Sauvignon||2009|California|HK$ 90.0|USA||73|Red wine|5629|750ml
Watermark2014 4Sorby Adams Farmers Market Moscato 2009 JPEG.jpg||M0000080|Sorby Adams Farmers Market Moscato||2009|Barossa|HK$ 138.0|Australia|Intensely aromatic with rose petal, talc and grapefruit. Rich lively palate with some residual sugar and balanced acidity|13|White wine|5630|750ml
Watermark2014Le Pin 2009jpg.jpg|RP 98 |M0000085|Le Pin|AOC|2009|Pomerol|HK$ 31,800.0|France||6|Red wine|5631|750ml
Watermark2014 3Y d Yquem 2009 JPEG.jpg||M0000095|Y d Yquem|1er Cru Superieur|2009|Sauternes|HK$ 1,500.0|France||0|White wine|5632|750ml
||M0000112|Le Bon Pasteur|AOC|2009|Pomerol||France||0|Red wine|5633|750ml
Watermark2014 5Trillol Rouge 2009 JPEG.jpg||M0000199|Trillol|AOC|2009|Corbieres|HK$ 160.0|France|Sustained colour. Crisp, expressive and characteristic nose of black berried fruits and herby fragrances with a touch of liquorice. Mouthfilling, smooth and borne along by a pleasing freshness, crunchy and well-structured at the same time. A cuvee that contains all the flavours and fragrances of the Mediterranean uplands, expressing the generosity and exuberance of this sun-soaked terroir.|10|Red wine|5634|750ml
Watermark2014 6Bolaire 2009 JPEG.jpg|RP 89, WS 88 |M0000221|Bolaire|AOC|2009|Bordeaux|HK$ 160.0|France|A sleeper of the vintage for sure, this dense, ripe, dark ruby/purple-colored wine, made from a whopping 39% Petit Verdot, 34% Merlot and 27% Cabernet Sauvignon, exhibits some tobacco leaf, black currants, licorice, roasted coffee and forest floor. It is|0|Red wine|5635|750ml
Watermark2014 2Canon 2009 JPEG.jpg|RP 94, WS 93 |M0000228|Canon|1er GCC B|2009|St. Emilion|HK$ 1,190.0|France|The finest Canon since the 1982, the 2009 (75% Merlot and 25% Cabernet Franc) reveals a dense blue/purple color along with a classic nose of chalk dust, blueberries, black raspberries, black currants and a touch of wood smoke. Medium to full-bodied, elegant and loaded with an inner framework of minerality and moderately high tannins, this backward, but stylish, concentrated Canon will benefit from 7-8 years of cellaring and last for three decades. 2019-2049|12|Red wine|5636|750ml
Watermark2014 9Carruades de Lafite 1.5L 1999 JPEG.jpg|RP 89, WS 89 |M0000232|Carruades De Lafite|2nd wines of Lafite|2009|Pauillac|HK$ 2,300.0|France|It reveals graphite, lead pencil, black currant, and cedary aromas, medium body, sweet glycerin, and a gorgeously expansive texture and palate. The wine is long and Lafite-like, and is unbelievably impressive. Anticipated maturity: 2003-2015.|2|Red wine|5637|1500ml
Watermark2014 6Chasse Spleen 2009 JPEG.jpg|RP 90, WS 90 |M0000244|Chasse Spleen|AOC|2009|Moulis|HK$ 299.0|France|Beautiful blueberry, black raspberry and cassis fruit as well as incense and graphite jump from the glass of this inky ruby/purple-colored wine. Ripe, medium to full-bodied, dense and rich, this is one of the stars of Moulis in 2009. Given its low acidity but abundant tannin, I suspect it could close down in a few years and last two decades.|1|Red wine|5638|750ml
Watermark2014 9Clos L Eglise 2009.jpg|RP 93 |M0000251|Clos L Eglise|AOC|2009|Pomerol|HK$ 2,140.0|France|Colour : mature mahogony colour. Aromas of tobacco, chocolate, slight caramel. In the mouth the wine feels light. Taste is smooth, with a tannic aftertaste that balances off well.|5|Red wine|5639|750ml
Watermark2014 6de Fieuzal Blanc 2009 JEPG.jpg||M0000267|De Fieuzal Blanc - OWC||2009|Pessac Leognan|HK$ 450.0|France||30|White wine|5640|750ml
Watermark2014 3D issan 2009 JPEG.jpg|WS 91 |M0000269|d Issan|3eme Cru|2009|Margaux|HK$ 550.0|France||0|Red wine|5641|750ml
Watermark2014 9Domaine Claude Dugat Charmes Chambertin Grand Cru 2009 JPEG.jpg|RP 93 |M0000270|Domaine Claude Dugat Charmes Chambertin Grand Cru|Grand Cru|2009|Burgundy|HK$ 4,900.0|France||6|Red wine|5642|750ml
Watermark2014 3 L Argenteyre 2009 375ml JPEG.jpg||M0000300|L&#039;Argenteyre|AOC|2009|Medoc|HK$ 75.0|France|Another excellent cru bourgeois that I have not tasted in the past, this blend of nearly equal parts Cabernet Sauvignon and Merlot with a substantial 15% Petit Verdot in it displays a dense ruby/purple color, and notes of blackberry, licorice and graphite with hints of charcoal and earth. It is well-made, medium to full-bodied and ideal for drinking over the next decade.|0|Red wine|5643|375ml
Watermark2014 3 L Argenteyre 2009 JPEG.jpg||M0000301|L&#039;Argenteyre|AOC|2009|Medoc|HK$ 139.0|France|Another excellent cru bourgeois that I have not tasted in the past, this blend of nearly equal parts Cabernet Sauvignon and Merlot with a substantial 15% Petit Verdot in it displays a dense ruby/purple color, and notes of blackberry, licorice and graphite with hints of charcoal and earth. It is well-made, medium to full-bodied and ideal for drinking over the next decade.|0|Red wine|5644|750ml
||M0000304|Luis Felipe Edwards Dona Bernarda Blend||2009|Central Valley|HK$ 298.0|Chile||1|Red wine|5645|750ml
Watermark2014 3Perron 2009 JEPG.jpg||M0000315|Perron|AOC|2009|Lalande de Pomerol|HK$ 208.0|France|freedom of interpretation, selection of the year's most remarkable wines, respect for the individuality of each vintage for finely aged champagnes which stand out for their maturity, complexity and charisma.|7|Red wine|5646|750ml
Watermark2014 6Potensac 2009 JPEG.jpg||M0000316|Potensac|Cru Bourgeois Exceptionnel|2009|Medoc|HK$ 250.0|France|This fairly priced Medoc from Jean-Hubert Delon (the proprietor of Leoville-Las-Cases) has hit almost 14% natural alcohol and looks to be the best wine made at this estate since 1982, which drank well for 15 years and cost about $4.00 a bottle in that era. Crisp, mineral notes intermixed with mulberry, black cherry and black currant fruit jump from the glass of this classic Bordeaux, which is both powerful and elegant. There is considerable substance to the wine, with its attractive texture and overall sense of precision and elegance. This is a sleeper of the vintage not to be missed. Anticipated maturity: now-2022.|0|Red wine|5647|750ml
Watermark2014 9Liber Pater 2009 JPEG.jpg|RP 93 |M0000343|Liber Pater|AOC|2009|Graves|HK$ 43,800.0|France|A wine of superb intensity, loads of graphite, unsmoked cigar tobacco, creme de cassis and blackberry as well as toasty oak, the wine is full-bodied, powerful, rich, and certainly meant for considerable aging. Anticipated maturity: 2014-2025+.|1|Red wine|5648|750ml
Watermark2014 2Haut Marbuzet 2009 JPEG.jpg||M0000367|Haut Marbuzet|AOC|2009|St. Estephe|HK$ 475.0|France|This property continues to sort of muddle along, and rarely do I see something that would recall their glory days of the 1980s and early 1990s. This is a solidly made wine, the oak somewhat less aggressively presented than usual, but the wine has surprising acidity for a 2010, good smoky black cherry and black currant fruit, but the wood, toast and lack of concentration to back up such use of wood are apparent. Drink over the next 7-8 years. 2013-2021|24|Red wine|5649|750ml
Watermark2014 6Les Hauts de Pontet 2009 JPEG.jpg||M0000398|Les Hauts de Pontet|2nd wine Pontet Canet|2009|Pauillac|HK$ 470.0|France||5|Red wine|5650|750ml
Watermark2014 8Pontet Canet 2009 JPEG.jpg|RP 96 |M0000418|Pontet Canet|5eme Cru|2009|Pauillac|HK$ 1,999.0|France|Black as a moonless night, the 2009 Pontet Canet offers up notes of incense, graphite, smoke, licorice, creme de cassis and blackberries. A wine of irrefutable purity, laser-like precision, colossal weight and richness, and sensational freshness. The tannins are elevated, but they are sweet and beautifully integrated as are the acidity, wood and alcohol (which must be in excess of 14%).  Anticipated maturity: 2025-2075.|8|Red wine|5652|750ml
Watermark2014 2Solaia 2009 JPEG.jpg|RP90 |M0000425|Solaia|IGT|2009|Toscane|HK$ 1,680.0|Italy|The 2009 Solaia is one of the clear standouts of the vintage. Freshly cut flowers, raspberries, spices, mint and licorice burst from the glass as this fabulous, viscerally thrilling wine shows off its pure class. Today the oak is a bit prominent, but that won’t be an issue by the time the wine is ready to drink. In one of my blind tastings, the 2009 Solaia was flat-out great. There is no shortage of pedigree here. The 2009 has calmed down a little from its youth, when it was a much more exuberant wine, and has now begun to close down in bottle. Solaia is 75% Cabernet Sauvignon, 20% Sangiovese and 5% Cabernet Franc from a single parcel within the Antinori family’s Tignanello vineyard. Anticipated maturity: 2019-2029. Longtime winemaker Renzo Cotarella has done a fabulous job with the flagships Tignanello and Solaia in 2009. In my blind tastings the pedigree of those two wines in particular came through with notable eloquence. The 2010 Tignanello and Solaia are both thrilling at this stage. They could very well turn out even better than the 2009s. Readers may want to look at my short video on the 2010s from Antinori on our website|5|Red wine|5653|750ml
Watermark2014 3La Mission Haut Brion 2007 JPEG.jpg|RP 100 |M0000563|La MISSION HAUT BRION|Grand Cru Classes|2009|Pessac Leognan|HK$ 7,500.0|France||6|Red wine|5654|750ml
Watermark2014Les Calesches de Lanessan 2009jpg.jpg||M0000572|Les Calesches de Lanessan|2nd wine|2009|Haut Medoc|HK$ 150.0|France||22|Red wine|5655|750ml
Watermark2014D Aurilhac 2009 JPEG.jpg||M0000575|D Aurilhac|Cru Bourgeois|2009|Haut Medoc|HK$ 195.0|France||41|Red wine|5657|750ml
Watermark2014Beaumont 2009 JPEG.jpg|RP85 WS88 |M0000578|Beaumont|AOC|2009|Haut Medoc|HK$ 199.0|France||34|Red wine|5658|750ml
Watermark2014Carbonnieux Blanc 2009 JPEG.jpg||M0000583|Carbonnieux Blanc|AOC|2009|Pessac Leognan|HK$ 290.0|France||8|White wine|5659|750ml
Watermark2014Fayat 2009jpg.jpg||M0000586|Fayat|AOC|2009|Pomerol|HK$ 350.0|France|I missed on this one completely from the barrel, rating it entirely too high. It is certainly a good wine, with notes of chocolate, mocha and espresso as well as hints of mulberries and black cherries, but it is nowhere near the level of concentration the barrel sample had suggested.|5|Red wine|5660|750ml
Watermark2014Lynch Moussas 2009 jpg.jpg||M0000588|Lynch Moussas|5eme Cru|2009|Pauillac|HK$ 340.0|France|A blend of 72% Cabernet Sauvignon and the rest Merlot, the creme de cassis of Pauillac is well-displayed in this medium-bodied, elegant, richly fruity wine.|0|Red wine|5661|750ml
Watermark2014Maucaillou 2009jpg.jpg||M0000589|Maucaillou 2009|Cru Bourgeois|2009|Moulis|HK$ 245.0|France|A one-dimensional, simple, straightforward wine with good red and black fruits, some herbs and earth, the superficiality of this wine is apparent on the palate as it lacks concentration and should therefore be consumed over the next 7-8 years.|24|Red wine|5662|750ml
||M0000592|Rauzan Gassies|2eme Cru|2009|Margaux|HK$ 480.0|France|A masculine-styled, dense purple-colored 2009, this cuvee offers up scents of charcoal, asphalt, black currants, incense, and crushed rocks. This deep, medium to full-bodied, well-made Margaux is broader, richer, and more substantial than usual, with more alcohol as well as substance. The tannins are ripe and well-integrated.|20|Red wine|5663|750ml
Watermark2014Ripeau 2009jpg.jpg||M0000593|Ripeau|Grand Cru Classes|2009|St. Emilion|HK$ 299.0|France|This has a hefty feel, with plush, velvety cassis, blackberry preserves and fig flavors framed by coffee and roasted vanilla notes. A loamy hint adds some depth on the finish.|2|Red wine|5664|750ml
Watermark2014Sociando Mallet 2009jpg.jpg|WS 88 |M0000596|Sociando Mallet|AOC|2009|Haut Medoc|HK$ 388.0|France|Opaque black/purple, with notes of crushed rock, white flowers, graphite, blueberry and cassis, the wine is tight and needs to be coaxed from the glass. It is medium to full-bodied, with an excruciatingly tough-textured finish.|24|Red wine|5665|750ml
Watermark2014Vieux Maillet 2009JPG.jpg|RP 89-91 |M0000598|Vieux Maillet|AOC|2009|Pomerol|HK$ 299.0|France|The finest wine I have ever tasted from this estate, the 2009 exhibits a dense purple color, lots of caramelized black currant and cherry fruit, hints of espresso and earth, and a dense, plump, corpulent personality.|17|Red wine|5666|750ml
Watermark2014Le Clementin de Pape Clement 2009jpg.jpg||M0000600|Le Clementin de Pape Clement|2nd wine|2009|Pessac Leognan|HK$ 350.0|France|Even the second wine of white Pape Clement, the 2009 Clementin (a blend of 40% Sauvignon Blanc, 35% Semillon and the rest Sauvignon Gris and Muscadelle) has an exotic orange marmalade note intermixed with lemon butter and honeysuckle.|10|Red wine|5667|750ml
Watermark2014Bad Boy 2009 JPEG.jpg|WS 90 |M0000615|Bay Boy|AOC|2009|Bordeaux|HK$ 199.0|France||0|Red wine|5668|750ml
Watermark2014Baby Bad Boy 2009 JPEG.jpg||M0000616|Baby Bad Boy|VDF|2009|Bordeaux|HK$ 140.0|France||92|Red wine|5669|750ml
Watermark2014 8Lafon Rochet 1995 JPEG.jpg|RP 90 |M0000620|Lafon Rochet|4eme Cru|2009|St. Estephe|HK$ 420.0|France||12|Red wine|5670|750ml
Watermark2014 6Nenin 1971 JPEG.jpg|RP 89 |M0000624|Nenin|AOC|2009|Pomerol|HK$ 599.0|France||11|Red wine|5671|750ml
||M0000677|Les Fiefs de Lagrange|2nd wine|2009|Saint Julien|HK$ 240.0|France||11|Red wine|5672|750ml
Watermark2014 2Prieure Lichine 2010 JPEG.jpg||M0000693|Prieure Lichine|2nd wine|2009|Margaux||France||1|Red wine|5673|750ml
Watermark2014 9Chateau Ducru Beaucaillou 1990.jpg||M0000694|Ducru Beaucaillou|2eme Cru|2009|Saint-Julien||France||0|Red wine|5674|750ml
||M0000702|Le Petit Lion|2nd wine|2009|Saint-Julien||France||0|Red wine|5675|750ml
Watermark2014 9Chateau Ausone 2008.jpg||M0000711|Ausone|1er GCC A|2009|St. Emilion||France||0|Red wine|5676|750ml
|RP 99 |M0000717|Lafleur|AOC|2009|Pomerol|HK$ 12,800.0|France||6|Red wine|5677|750ml
|RP 100 |M0000723|Clinet|AOC|2009|Pomerol|HK$ 2,980.0|France||12|Red wine|5678|750ml
Watermark2014 3Cos d Estournel 2010 JPEG.jpg|RP 100, WS 95 |M0000725|Cos d Estournel|2eme Cru|2009|St. Estephe|HK$ 2,999.0|France|The 2010 is a more structured, restrained, less flamboyant version of the 2009. A final blend of 78% Cabernet Sauvignon, 19% Merlot and the rest Cabernet Franc and Petit Verdot that hit 14.5% natural alcohol, this wine (which represents only 55% of the estate's production) is full-bodied, classic and built along the lines of the 2000 (although that wine was made before Reybier acquired the estate and upgraded quality significantly). This wine exhibits beautifully pure notes of creme de cassis, blueberry liqueur, pen ink, graphite and hints of toast and vanillin. The wine is full and rich, and although aged in 80% new oak, the wood is a subtle background component. This beauty will take longer to round into shape than the dramatic and compelling 2009. Forget it for 5-8 years, and drink it over the following three-plus decades. These are two terrific wines from Cos d'Estournel. Proprietor Michel Reybier will have to continue his great success over the next decade without his top lieutenant, Jean-Guillaume Prats, who has taken another job, but the estate seems to be in superlative condition, and at the very top of its game.|12|Red wine|5679|750ml
|RP 94 |M0000726|Pagodes de Cos|2nd wine|2009|St. Estephe||France||19|Red wine|5680|750ml
Watermark2014 9Chateau Haut Brion 1992.jpg|RP 100 |M0000727|Haut Brion|1er Cru|2009|Pessac Leognan|HK$ 8,500.0|France||12|Red wine|5681|750ml
||M0000741|Peche Blanc Sparkling Wine||2009|Mendocino|HK$ 250.0|American||3|Sparkling|5682|750ml
Watermark2014 6Mylord 2010 JPEG.jpg||M0000743|MyLord|AOC|2009|Bordeaux|HK$ 128.0|France||0|Red wine|5683|750ml
Watermark2014 3Duhart Milon 2005 JPEG.jpg||M0000744|Duhart-Milon|4eme Cru|2009|Pauillac|HK$ 890.0|France||130|Red wine|5684|750ml
